ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
1502.WFI.dat      63         24.381        0.306         24.364        0.241         25.296         23.580
1503.WFI.dat      25         22.848        0.221         22.806        0.168         23.601         22.506
1505.WFI.dat       5         23.358        0.433         23.216        0.378         24.099         23.027
1506.WFI.dat      49         24.227        0.154         24.242        0.162         24.604         23.950
1507.WFI.dat      26         23.568        0.358         23.636        0.288         24.323         22.525
1509.WFI.dat      23         23.034        0.310         23.107        0.336         23.489         22.361
150.WFI.dat      97         21.496        0.247         21.438        0.260         22.137         21.074
1510.WFI.dat       4         24.154        0.693         23.918        0.595         25.131         23.650
1511.WFI.dat       8         22.665        0.407         22.524        0.334         23.602         22.358
1512.WFI.dat      74         23.477        0.305         23.465        0.152         24.999         22.832
1513.WFI.dat      33         23.904        0.081         23.910        0.073         24.129         23.757
1514.WFI.dat       4         22.881        0.312         22.747        0.231         23.347         22.682
1515.WFI.dat       9         23.927        0.221         23.978        0.240         24.258         23.566
1516.WFI.dat       2         24.338        1.352         24.338        0.659         25.294         23.382
1517.WFI.dat      91         23.553        0.069         23.560        0.063         23.712         23.365
1519.WFI.dat      75         23.382        0.465         23.343        0.399         25.121         22.666
151.WFI.dat      86         21.651        0.168         21.640        0.161         22.360         21.296
1520.WFI.dat      43         23.981        0.565         24.068        0.652         24.917         22.814
1521.WFI.dat       9         24.076        0.289         24.038        0.321         24.576         23.699
1523.WFI.dat      51         24.237        0.159         24.257        0.160         24.520         23.790
1524.WFI.dat      57         23.417        0.263         23.373        0.257         24.106         22.797
1525.WFI.dat      62         23.566        0.380         23.463        0.391         24.467         22.539
1526.WFI.dat      82         23.792        0.206         23.757        0.144         24.691         23.430
1527.WFI.dat      23         23.575        0.315         23.519        0.284         24.546         23.113
1528.WFI.dat      17         23.006        0.267         22.980        0.259         23.576         22.574
1529.WFI.dat      11         24.164        0.158         24.191        0.156         24.368         23.841
1530.WFI.dat      75         23.857        0.177         23.826        0.168         24.439         23.577
1531.WFI.dat      29         23.090        0.202         23.048        0.198         23.590         22.696
1532.WFI.dat      17         24.096        0.128         24.090        0.115         24.432         23.937
1533.WFI.dat      30         23.601        0.353         23.608        0.348         24.704         22.981
1534.WFI.dat      56         22.849        0.267         22.817        0.193         24.284         22.465
1535.WFI.dat       2         23.321        0.077         23.321        0.037         23.375         23.267
1536.WFI.dat      19         23.706        0.371         23.832        0.401         24.183         22.838
1537.WFI.dat       4         22.869        0.389         22.771        0.328         23.421         22.513
1538.WFI.dat      14         22.533        0.257         22.490        0.281         23.079         22.198
1539.WFI.dat      15         22.715        0.173         22.693        0.127         23.196         22.467
